+--+-------------------------------------------------------------------------------------------------------------------------------------+------------------------------------------------+-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
|Id|Name                                                                                                                                 |Address                                         |Content                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            |
|  |                                                                                                                                     |                                                |В 1975 г. в память о деятельности в годы Великой Отечественной войны подпольной группы Бобруйского подполья под руководством П.М.Стержанова на здании установлена мемориальная доска.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              |
|  |                                                                                                                                     |                                                |В настоящее время здесь размещается РУП "Бобруйская укрупнённая типография им. А.Т.Непогодина", специализирующаяся на издании печатной продукции, выпуске бланков ценных бумаг и документов.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       |
|  |                                                                                                                                     |                                                |В одном корпусе с типографией размещается редакция городской газеты "Бабруйскае жыццё", основанной в 1918 году. В разные годы с газетой сотрудничали Михась Лыньков, Пимен Панченко, Платон Головач, Василь Витка, Борис Микулич, Сергей Граховский, Микола Аврамчик и другие известные белорусские писатели и поэты.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              |
|26|Дом коллектива                                                                                                                       |ул. Пролетарская,17                             |Построен в 1930-е годы по проекту М.Кацнельсон как жилой дом коммунального типа. Памятник стиля «конструктивизм».                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  |
|  |                                                                                                                                     |                                                |Кирпичное четырехэтажное здание ступенчатой объемно-просторной композиции, в плане П-образное. Состоит их 11 типовых секций. Центр главного фасада выделен трёхугольным фронтоном. На втором этаже расположены террасы с балюстрадами. Квартиры объединены вокруг лестничных клеток, предусмотрены помещения общего пользования.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   |
|  |                                                                                                                                     |                                                |В настоящее время используется как жилой дом.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      |
|27|Здание                                                                                                                               |ул. Пушкина, 136/52                             |Построено в 1900 году. Памятник архитектуры стиля "модерн". Одноэтажное здание. Фасад расчленён рустованными пилястрами, переходящими в башенки с зубчиками. Плоскости между пилястрами декорированы выступами сложной формы, подоконными нишами. Окна прямоугольные, обрамлённые наличниками. Вход в здание обозначен выступающим порталом, завершённым аттиком сложной формы. Фасад завершен карнизом.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           |
|  |                                                                                                                                     |                                                |В настоящее время здесь располагается учреждение культуры "Городская детская библиотека № 6 им. Н. Островского".                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   |
|28|Здание железнодорожного вокзала                                                                                                      |станции «Бобруйск»                              |Построено в 1900 году. Одноэтажное кирпичное здание. Фасад декорирован пилястрами. Оконные проемы прямоугольной формы, с подоконными нишами.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       |
|  |                                                                                                                                     |                                                |В 2003 году произведена реконструкция здания вокзала с надстройкой центральной части.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              |
|29|Здание железнодорожного вокзала                                                                                                      |станции «Березина»                              |Построено в 1908 году. Одноэтажное кирпичное здание. Фасад декорирован пилястрами, полукруглым обрамлением окон, завершен профильным карнизом. Окна с лучковыми перемычками.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       |
|30|Свято-Николаевский кафедральный собор                                                                                                |ул. Советская, 76                               |Древнейшая городская церковь. До 1812 года находилась вблизи реки Березина. В 1892 году собор построен в центре города на средства, отведены государственной казной, и церковные пожертвования. Освящен в 1894 году.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               |
|  |                                                                                                                                     |                                                |Православные горожане издавна считали святителя Николая защитником своего города, поэтому Свято-Николаевский собор всегда был центром духовной жизни Бобруйска.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    |
|31|Костел Непорочного зачатия Пресвятой Девы Марии                                                                                      |ул. Октябрьская, 121                            |Построен в начале ХХ века в неоготическом стиле из красного кирпича. Главной алтарной иконой была "Матерь Божья непорочная" (копия известной картины испанского художника ХУ11 в. Мурильо).                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        |
|32|Свято-Георгиевский храм                                                                                                              |ул. Карбышева, 4                                |Освящен в 1907 году в честь Святого Георгия - покровителя воинов. Построен как церковь для воинов Кутаисского и Имеретинского полков, дислоцировавшихся на территории Бобруйской крепости.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         |
+--+-------------------------------------------------------------------------------------------------------------------------------------+------------------------------------------------+-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
